INTERCLASSE;CODE_UN;CODICIONE;NOME_CORSO;COD_CLASSE;DES_CLASSE;ID_COMUNE;COMUNE;ID_REGIONE_MACRO_ISTAT;REGIONE_MACRO_ISTAT;ID_CLASSE;DURATA;ANNO;CODICE;DESCRIZIONE;NUMERATORE;DENOMINATORE;INDICATORE;NUM_ATENEO;DEN_ATENEO;IND_ATENEO;NUM_ITA_NOTELE;DEN_ITA_NOTELE;IND_ITA_NOTELE;NUM_AREA_NOTELE;DEN_AREA_NOTELE;IND_AREA_NOTELE;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2019;iC27;Rapporto studenti iscritti/docenti complessivo (pesato per le ore di docenza);160;27,15;5,89318600368324125230202578268876611418;0;0;0;104,666666666666666666666666666666666667;16,11217948717948717948717948717948717946;6,49612094688681121941515814601153769647;96,58333333333333333333333333333333333333;11,86388888888888888888888888888888888892;8,14095059704987122453757902130648560054;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2019;iC28;Rapporto studenti iscritti al primo anno/docenti degli insegnamenti del primo anno (pesato per le ore di docenza);60;18,2;3,2967032967032967032967032967032967033;0;0;0;42,97435897435897435897435897435897435897;12,02371794871794871794871794871794871795;3,57413232393239857120008530148744468732;42,08333333333333333333333333333333333333;9,88472222222222222222222222222222222225;4,25741183082759589714767458198679218771;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC00a;Avvii di carriera al primo anno* (L, LMCU, LM);62;0;62;0;0;0;45,72972972972972972972972972972972972973;0;45,72972972972972972972972972972972972973;55,7;0;55,7;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC00c;Se LM, Iscritti per la prima volta a LM;55;0;55;0;0;0;41,51351351351351351351351351351351351351;0;41,51351351351351351351351351351351351351;50;0;50;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC00d;Iscritti (L, LMCU, LM);154;0;154;0;0;0;116,648648648648648648648648648648648649;0;116,648648648648648648648648648648648649;130,2;0;130,2;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC00e;Iscritti Regolari ai fini del CSTD (L, LMCU, LM);117;0;117;0;0;0;88,16216216216216216216216216216216216216;0;88,16216216216216216216216216216216216216;101,1;0;101,1;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC00f;Iscritti Regolari ai fini del CSTD, immatricolati puri ** al CdS in oggetto (L, LMCU, LM);108;0;108;0;0;0;81,59459459459459459459459459459459459459;0;81,59459459459459459459459459459459459459;93,1;0;93,1;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC00g;laureati (L, LM, LMCU) entro la durata normale del corso*;43;0;43;0;0;0;21;0;21;24,44444444444444444444444444444444444444;0;24,44444444444444444444444444444444444444;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC00h;laureati (L, LM, LMCU);52;0;52;0;0;0;34;0;34;35,55555555555555555555555555555555555556;0;35,55555555555555555555555555555555555556;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC01;Percentuale di studenti iscritti entro la durata normale del CdS che abbiano acquisito almeno 40 CFU nell’a.s.;53;117;,452991452991452991452991452991452991453;0;0;0;34;88,16216216216216216216216216216216216216;,3856529736358062538320049049662783568363;46,6;101,1;,4609297725024727992087042532146389713155;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC02;Percentuale di laureati (L, LM, LMCU) entro la durata normale del corso*;43;52;,8269230769230769230769230769230769230769;0;0;0;21;34;,6176470588235294117647058823529411764706;24,44444444444444444444444444444444444444;35,55555555555555555555555555555555555556;,6874999999999999999999999999999999999998;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC02BIS;Percentuale di laureati (L, LM, LMCU) entro un anno oltre la durata normale del corso;50;52;,9615384615384615384615384615384615384615;0;0;0;29,02857142857142857142857142857142857143;34;,8537815126050420168067226890756302521009;32,77777777777777777777777777777777777778;35,55555555555555555555555555555555555556;,9218749999999999999999999999999999999999;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC04;Percentuale iscritti al primo anno (LM) laureati in altro Ateneo*;22;62;,3548387096774193548387096774193548387097;0;0;0;10,75675675675675675675675675675675675676;45,72972972972972972972972972972972972973;,2352245862884160756501182033096926713949;21,7;55,7;,3895870736086175942549371633752244165171;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC05;Rapporto studenti regolari/docenti (professori a tempo indeterminato, ricercatori a tempo indeterminato, ricercatori di tipo a e tipo b)*;117;37;3,16216216216216216216216216216216216216;0;0;0;84,79487179487179487179487179487179487179;29,64102564102564102564102564102564102564;2,86072664359861591695501730103806228374;88;22,83333333333333333333333333333333333333;3,85401459854014598540145985401459854015;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC07;Percentuale di Laureati occupati a tre anni dal Titolo (LM, LMCU) - Laureati che dichiarano di svolgere un’attività lavorativa o di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.);27;31;,8709677419354838709677419354838709677419;0;0;0;19,61290322580645161290322580645161290323;21,25806451612903225806451612903225806452;,9226100151745068285280728376327769347496;20;21,25;,9411764705882352941176470588235294117647;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC07BIS;Percentuale di Laureati occupati a tre anni dal Titolo (LM, LMCU) - laureati che dichiarano di svolgere un’attività lavorativa e regolamentata da un contratto, o di svolgere attività di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.);27;31;,8709677419354838709677419354838709677419;0;0;0;20,06666666666666666666666666666666666667;21,9;,9162861491628614916286149162861491628616;19,875;21,25;,9352941176470588235294117647058823529412;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC07TER;Percentuale di Laureati occupati a tre anni dal Titolo (LM, LMCU) - Laureati non impegnati in formazione non retribuita che dichiarano di svolgere un’attività lavorativa e regolamentata da un contratto;27;31;,8709677419354838709677419354838709677419;0;0;0;20,06666666666666666666666666666666666667;21,36666666666666666666666666666666666667;,9391575663026521060842433697347893915757;19,875;21,125;,9408284023668639053254437869822485207101;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC08;Percentuale dei docenti di ruolo che appartengono a settori scientifico-disciplinari (SSD) di base e caratterizzanti per corso di studio (L, LMCU, LM), di cui sono docenti di riferimento;7;7;1;0;0;0;7,84615384615384615384615384615384615385;8;,9807692307692307692307692307692307692313;5,83333333333333333333333333333333333333;5,83333333333333333333333333333333333333;1;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC09;Valori dellindicatore di Qualità della ricerca dei docenti per le lauree magistrali (QRDLM) (valore di riferimento: 0,8);376,04;375;1,00277333333333333333333333333333333333;0;0;0;256,164324324324324324324324324324324324;254,843513513513513513513513513513513514;1,00518283079918678234974085846004066088;249,208;238,1;1,04665266694666106677866442671146577068;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC10;Percentuale di CFU conseguiti allestero dagli studenti regolari sul totale dei CFU conseguiti dagli studenti entro la durata normale del corso*;51;4483;,0113763105063573499888467544055320098149;0;0;0;80,25675675675675675675675675675675675676;2988,090540540540540540540540540540540541;,0268588771551207564082097081793624872071;187,75;3897,9;,0481669616973242002103696862413094230227;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC10BIS;Percentuale di CFU conseguiti allestero dagli iscritti sul totale dei CFU conseguiti dagli studenti;51;5291;,009639009639009639009639009639009639009639;0;0;0;91,12162162162162162162162162162162162162;3558,333783783783783783783783783783783784;,0256079466285275487654220184287589811053;209,35;4620;,0453138528138528138528138528138528138528;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC11;Percentuale di laureati (L, LM, LMCU) entro la durata normale del corso che hanno acquisito almeno 12 CFU all’estero*;2;43;,0465116279069767441860465116279069767442;0;0;0;2,88571428571428571428571428571428571429;21;,137414965986394557823129251700680272109;5,11111111111111111111111111111111111111;24,44444444444444444444444444444444444444;,2090909090909090909090909090909090909091;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC12;Percentuale di studenti iscritti al primo anno del corso di laurea (L) e laurea magistrale (LM, LMCU) che hanno conseguito il precedente titolo di studio all’estero*;0;62;0;0;0;0;2,72972972972972972972972972972972972973;45,72972972972972972972972972972972972973;,059692671394799054373522458628841607565;7,3;55,7;,1310592459605026929982046678635547576302;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC13;Percentuale di CFU conseguiti al I anno su CFU da conseguire**;40,2;60;,67;0;0;0;33,80988593155893536121673003802281368821;59,68421052631578947368421052631578947368;,5664795702818516506729434486088478483916;35,01845018450184501845018450184501845018;60;,5836408364083640836408364083640836408363;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC14;Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**;55;55;1;0;0;0;40,18918918918918918918918918918918918919;41,51351351351351351351351351351351351351;,9680989583333333333333333333333333333334;48,4;50;,968;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC15;Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 20 CFU al I anno**;51;55;,9272727272727272727272727272727272727273;0;0;0;32,56756756756756756756756756756756756757;41,51351351351351351351351351351351351351;,7845052083333333333333333333333333333335;39,9;50;,798;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC15BIS;Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 1/3 dei CFU previsti al I anno **;51;55;,9272727272727272727272727272727272727273;0;0;0;32,81081081081081081081081081081081081081;41,51351351351351351351351351351351351351;,7903645833333333333333333333333333333334;40,1;50;,802;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC16;Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 40 CFU al I anno**;27;55;,4909090909090909090909090909090909090909;0;0;0;15,64864864864864864864864864864864864865;41,51351351351351351351351351351351351351;,3769531250000000000000000000000000000001;21,5;50;,43;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC16BIS;Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **;27;55;,4909090909090909090909090909090909090909;0;0;0;16,48648648648648648648648648648648648649;41,51351351351351351351351351351351351351;,3971354166666666666666666666666666666668;21,5;50;,43;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC17;Percentuale di immatricolati (L, LM, LMCU) che si laureano entro un anno oltre la durata normale del corso nello stesso corso di studio**;63;68;,9264705882352941176470588235294117647059;0;0;0;30,4;38,71428571428571428571428571428571428571;,7852398523985239852398523985239852398525;38,22222222222222222222222222222222222222;46,11111111111111111111111111111111111111;,828915662650602409638554216867469879518;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC18;Percentuale di laureati che si iscriverebbero di nuovo allo stesso corso di studio;39;49;,7959183673469387755102040816326530612245;0;0;0;26,58823529411764705882352941176470588235;32,88235294117647058823529411764705882353;,8085867620751341681574239713774597495527;26,77777777777777777777777777777777777778;33,77777777777777777777777777777777777778;,7927631578947368421052631578947368421053;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC19;Ore di docenza erogata da docenti assunti a tempo indeterminato sul totale delle ore di docenza erogata;2300;3980;,5778894472361809045226130653266331658291;0;0;0;1494,461538461538461538461538461538461538;2070,15641025641025641025641025641025641;,7219075481723788986587164849429189668561;1123,583333333333333333333333333333333333;1657,166666666666666666666666666666666667;,6780146836970733179120989640953434577086;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC19BIS;Ore di docenza erogata da docenti assunti a tempo indeterminato e ricercatori a tempo determinato di tipo B sul totale delle ore di docenza erogata;2516;3980;,632160804020100502512562814070351758794;0;0;0;1587,846153846153846153846153846153846154;2070,15641025641025641025641025641025641;,767017480408392280528784521422263398901;1238,666666666666666666666666666666666667;1657,166666666666666666666666666666666667;,7474605249924570049280901136477924167757;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC19TER;Ore di docenza erogata da docenti assunti a tempo indeterminato e ricercatori a tempo determinato di tipo A e B sul totale delle ore di docenza;2600;3980;,6532663316582914572864321608040201005025;0;0;0;1648,564102564102564102564102564102564103;2070,15641025641025641025641025641025641;,7963476065849105914206903727081194162218;1287,333333333333333333333333333333333333;1657,166666666666666666666666666666666667;,7768279191390928291260183043347078346572;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC21;Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**;55;55;1;0;0;0;40,54054054054054054054054054054054054054;41,51351351351351351351351351351351351351;,9765625000000000000000000000000000000001;48,9;50;,978;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC22;Percentuale di immatricolati (L, LM, LMCU) che si laureano, nel CdS, entro la durata normale del corso**;30;53;,5660377358490566037735849056603773584906;0;0;0;22,33333333333333333333333333333333333333;40,69444444444444444444444444444444444444;,5488054607508532423208191126279863481228;24,8;42,7;,5807962529274004683840749414519906323185;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC23;Percentuale di immatricolati (L, LM, LMCU) che proseguono la carriera al secondo anno in un differente CdS dellAteneo **;0;55;0;0;0;0;,1891891891891891891891891891891891891892;41,51351351351351351351351351351351351351;,004557291666666666666666666666666666666667;,3;50;,006;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC24;Percentuale di abbandoni del CdS dopo N+1 anni**;0;68;0;0;0;0;1,45714285714285714285714285714285714286;38,71428571428571428571428571428571428571;,0376383763837638376383763837638376383765;1;46,11111111111111111111111111111111111111;,0216867469879518072289156626506024096386;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC25;Percentuale di laureandi complessivamente soddisfatti del CdS;46;49;,9387755102040816326530612244897959183673;0;0;0;30,44117647058823529411764705882352941176;32,88235294117647058823529411764705882353;,9257602862254025044722719141323792486582;30,88888888888888888888888888888888888889;33,77777777777777777777777777777777777778;,9144736842105263157894736842105263157894;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC26;Percentuale di Laureati occupati a un anno dal Titolo (LM, LMCU) - Laureati che dichiarano di svolgere un’attività lavorativa o di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.);30;37;,8108108108108108108108108108108108108108;0;0;0;17,03225806451612903225806451612903225806;20,58064516129032258064516129032258064516;,8275862068965517241379310344827586206895;23,5;28,5;,8245614035087719298245614035087719298246;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC26BIS;Percentuale di Laureati occupati a un anno dal Titolo (LM, LMCU) - laureati che dichiarano di svolgere un’attività lavorativa e regolamentata da un contratto, o di svolgere attività di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.);30;37;,8108108108108108108108108108108108108108;0;0;0;17,33333333333333333333333333333333333333;21,16666666666666666666666666666666666667;,8188976377952755905511811023622047244092;23,5;28,5;,8245614035087719298245614035087719298246;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC26TER;Percentuale di Laureati occupati a un anno dal Titolo (LM, LMCU) - Laureati non impegnati in formazione non retribuita che dichiarano di svolgere un’attività lavorativa e regolamentata da un contratto;30;35;,8571428571428571428571428571428571428571;0;0;0;17,33333333333333333333333333333333333333;20,4;,8496732026143790849673202614379084967319;23,5;27,33333333333333333333333333333333333333;,8597560975609756097560975609756097560977;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC27;Rapporto studenti iscritti/docenti complessivo (pesato per le ore di docenza);154;29,43333333333333333333333333333333333333;5,23216308040770101925254813137032842582;0;0;0;111,871794871794871794871794871794871795;16,67948717948717948717948717948717948723;6,70714834742505764796310530361260568792;112,416666666666666666666666666666666667;12,7;8,85170603674540682414698162729658792654;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2020;iC28;Rapporto studenti iscritti al primo anno/docenti degli insegnamenti del primo anno (pesato per le ore di docenza);60;19,98333333333333333333333333333333333333;3,00250208507089241034195162635529608007;0;0;0;44,46153846153846153846153846153846153846;11,70235042735042735042735042735042735046;3,79936823269487099895922727189731042415;48,91666666666666666666666666666666666667;9,85;4,9661590524534686971235194585448392555;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC00a;Avvii di carriera al primo anno* (L, LMCU, LM);47;0;47;0;0;0;43,5;0;43,5;55,27272727272727272727272727272727272727;0;55,27272727272727272727272727272727272727;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC00c;Se LM, Iscritti per la prima volta a LM;46;0;46;0;0;0;40,07894736842105263157894736842105263158;0;40,07894736842105263157894736842105263158;50,36363636363636363636363636363636363636;0;50,36363636363636363636363636363636363636;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC00d;Iscritti (L, LMCU, LM);146;0;146;0;0;0;117,710526315789473684210526315789473684;0;117,710526315789473684210526315789473684;131,909090909090909090909090909090909091;0;131,909090909090909090909090909090909091;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC00e;Iscritti Regolari ai fini del CSTD (L, LMCU, LM);107;0;107;0;0;0;86,68421052631578947368421052631578947368;0;86,68421052631578947368421052631578947368;104,181818181818181818181818181818181818;0;104,181818181818181818181818181818181818;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC00f;Iscritti Regolari ai fini del CSTD, immatricolati puri ** al CdS in oggetto (L, LMCU, LM);102;0;102;0;0;0;80,71052631578947368421052631578947368421;0;80,71052631578947368421052631578947368421;96,09090909090909090909090909090909090909;0;96,09090909090909090909090909090909090909;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC00g;laureati (L, LM, LMCU) entro la durata normale del corso*;34;0;34;0;0;0;24,28571428571428571428571428571428571429;0;24,28571428571428571428571428571428571429;25,1;0;25,1;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC00h;laureati (L, LM, LMCU);52;0;52;0;0;0;37,28571428571428571428571428571428571429;0;37,28571428571428571428571428571428571429;39,4;0;39,4;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC01;Percentuale di studenti iscritti entro la durata normale del CdS che abbiano acquisito almeno 40 CFU nell’a.s.;45;107;,4205607476635514018691588785046728971963;0;0;0;33,68421052631578947368421052631578947368;86,68421052631578947368421052631578947368;,388585306618093503339404978749241044323;48,09090909090909090909090909090909090909;104,181818181818181818181818181818181818;,461605584642233856893542757417102966842;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC02;Percentuale di laureati (L, LM, LMCU) entro la durata normale del corso*;34;52;,6538461538461538461538461538461538461538;0;0;0;24,28571428571428571428571428571428571429;37,28571428571428571428571428571428571429;,6513409961685823754789272030651340996169;25,1;39,4;,6370558375634517766497461928934010152284;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC02BIS;Percentuale di laureati (L, LM, LMCU) entro un anno oltre la durata normale del corso;48;52;,9230769230769230769230769230769230769231;0;0;0;33,14285714285714285714285714285714285714;37,28571428571428571428571428571428571429;,8888888888888888888888888888888888888887;35,7;39,4;,9060913705583756345177664974619289340102;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC04;Percentuale iscritti al primo anno (LM) laureati in altro Ateneo*;21;47;,4468085106382978723404255319148936170213;0;0;0;13,34210526315789473684210526315789473684;43,5;,3067150635208711433756805807622504537205;27,90909090909090909090909090909090909091;55,27272727272727272727272727272727272727;,5049342105263157894736842105263157894737;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC05;Rapporto studenti regolari/docenti (professori a tempo indeterminato, ricercatori a tempo indeterminato, ricercatori di tipo a e tipo b)*;107;39;2,74358974358974358974358974358974358974;0;0;0;85,87179487179487179487179487179487179487;30,79487179487179487179487179487179487179;2,7885095753538717735220649458784346378;100,083333333333333333333333333333333333;24;4,17013888888888888888888888888888888888;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC07;Percentuale di Laureati occupati a tre anni dal Titolo (LM, LMCU) - Laureati che dichiarano di svolgere un’attività lavorativa o di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.);25;27;,9259259259259259259259259259259259259259;0;0;0;15,6969696969696969696969696969696969697;16,51515151515151515151515151515151515152;,9504587155963302752293577981651376146788;15,625;16,625;,9398496240601503759398496240601503759398;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC07BIS;Percentuale di Laureati occupati a tre anni dal Titolo (LM, LMCU) - laureati che dichiarano di svolgere un’attività lavorativa e regolamentata da un contratto, o di svolgere attività di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.);25;27;,9259259259259259259259259259259259259259;0;0;0;16,03125;16,875;,95;15,625;16,625;,9398496240601503759398496240601503759398;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC07TER;Percentuale di Laureati occupati a tre anni dal Titolo (LM, LMCU) - Laureati non impegnati in formazione non retribuita che dichiarano di svolgere un’attività lavorativa e regolamentata da un contratto;25;27;,9259259259259259259259259259259259259259;0;0;0;16,03125;16,84375;,9517625231910946196660482374768089053803;15,625;16,5;,946969696969696969696969696969696969697;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC08;Percentuale dei docenti di ruolo che appartengono a settori scientifico-disciplinari (SSD) di base e caratterizzanti per corso di studio (L, LMCU, LM), di cui sono docenti di riferimento;7;7;1;0;0;0;7,73076923076923076923076923076923076923;7,82051282051282051282051282051282051282;,9885245901639344262295081967213114754098;6,25;6,25;1;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC09;Valori dellindicatore di Qualità della ricerca dei docenti per le lauree magistrali (QRDLM) (valore di riferimento: 0,8);387,81;369;1,05097560975609756097560975609756097561;0;0;0;265,503622035858868421052631578947368421;263,0473973395026;1,00933757460137930034787759380360650686;235,739545454545454545454545454545454545;224,590909090909090909090909090909090909;1,04963974903865614248127909330095122445;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC10;Percentuale di CFU conseguiti allestero dagli studenti regolari sul totale dei CFU conseguiti dagli studenti entro la durata normale del corso*;15;4216;,003557874762808349146110056925996204933586;0;0;0;120,065789473684210526315789473684210526;2972,473684210526315789473684210526315789;,0403925491793119322910211236432530056482;227,954545454545454545454545454545454545;4038,681818181818181818181818181818181818;,0564428087472285061507467558046617370653;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC10BIS;Percentuale di CFU conseguiti allestero dagli iscritti sul totale dei CFU conseguiti dagli studenti;15;4953;,003028467595396729254996971532404603270745;0;0;0;139,118421052631578947368421052631578947;3591,315789473684210526315789473684210526;,0387374514545321316040155345497178867149;262,409090909090909090909090909090909091;4697,409090909090909090909090909090909091;,0558625160872047453625306019759441858665;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC11;Percentuale di laureati (L, LM, LMCU) entro la durata normale del corso che hanno acquisito almeno 12 CFU all’estero*;0;34;0;0;0;0;2,25714285714285714285714285714285714286;24,28571428571428571428571428571428571429;,0929411764705882352941176470588235294119;4,2;25,1;,1673306772908366533864541832669322709163;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC12;Percentuale di studenti iscritti al primo anno del corso di laurea (L) e laurea magistrale (LM, LMCU) che hanno conseguito il precedente titolo di studio all’estero*;0;47;0;0;0;0;4,68421052631578947368421052631578947368;43,5;,1076830006049606775559588626739261947972;11,45454545454545454545454545454545454545;55,27272727272727272727272727272727272727;,2072368421052631578947368421052631578947;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC13;Percentuale di CFU conseguiti al I anno su CFU da conseguire**;36,71739130434782608695652173913043478261;60;,6119565217391304347826086956521739130435;0;0;0;34,99524714828897338403041825095057034221;59,69230769230769230769230769230769230769;,5862605836697895025675198933793265650113;36,65353037766830870279146141215106732348;60;,6108921729611384783798576902025177887247;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC14;Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**;46;46;1;0;0;0;38,81578947368421052631578947368421052632;40,07894736842105263157894736842105263158;,9684832567301378857518056467498358502955;48,54545454545454545454545454545454545455;50,36363636363636363636363636363636363636;,9638989169675090252707581227436823104695;
0;33;0320107301800010;Fisica;LM-17;Fisica;032006;TRIESTE;2;NORD-EST;3018;2;2021;iC15;Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 20 CFU al I anno**;39;46;,8478260869565217391304347826086956521739;0;0;0;32,34210526315789473684210526315789473684;40,07894736842105263157894736842105263158;,8069599474720945502298095863427445830597;43,09090909090909090909090909090909090909;50,36363636363636363636363636363636363636;,8555956678700361010830324909747292418773;
